Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,225.039993,229.710007,223.880005,227.529999,210.330368,1482408500
2017-02-01,227.529999,237.309998,226.820007,236.470001,218.594604,1365136600
2017-03-01,238.389999,240.320007,231.610001,235.740005,217.919754,1921474100
2017-04-01,235.800003,239.529999,232.509995,238.080002,221.040314,1549613700
2017-05-01,238.679993,242.080002,235.429993,241.440002,224.159866,1492547000
2017-06-01,241.970001,245.009995,239.960007,241.800003,224.494095,1572753000
2017-07-01,242.880005,248.000000,240.339996,246.770004,230.225662,1055908800
2017-08-01,247.460007,248.910004,241.830002,247.490005,230.897400,1557031500
2017-09-01,247.919998,251.320007,244.949997,251.229996,234.386642,1286405100
2017-10-01,251.490005,257.890015,251.289993,257.149994,241.100327,1320624600
2017-11-01,258.040009,266.049988,255.630005,265.010010,248.469803,1365620900
2017-12-01,264.760010,268.600006,260.760010,266.859985,250.204330,1715222900
2018-01-01,267.839996,286.630005,267.399994,281.899994,265.656616,1985506700
2018-02-01,281.070007,283.059998,252.919998,271.649994,255.997208,2923722000
2018-03-01,271.410004,280.410004,257.829987,263.149994,247.987000,2323561800
2018-04-01,262.549988,271.299988,254.669998,264.510010,250.266983,1998466500
2018-05-01,263.869995,274.250000,259.049988,270.940002,256.350739,1606397200
2018-06-01,272.410004,279.480011,268.489990,271.279999,256.672485,1599001000
2018-07-01,269.510010,284.369995,269.239990,281.329987,267.376465,1266892500
2018-08-01,281.559998,291.739990,279.160004,290.309998,275.911133,1308443700
2018-09-01,289.839996,293.940002,286.709991,290.720001,276.300812,1228103300
2018-10-01,292.109985,293.209991,259.850006,270.630005,258.371552,3024345800
2018-11-01,271.600006,281.220001,263.070007,275.649994,263.164185,2021061200
2018-12-01,280.279999,280.399994,233.759995,249.919998,238.599625,3102780500
2019-01-01,245.979996,270.470001,243.669998,269.929993,259.208130,2048691700
2019-02-01,270.149994,281.309998,267.829987,278.679993,267.610535,1371716300
2019-03-01,280.440002,285.179993,272.420013,282.480011,271.259644,1678081300
2019-04-01,284.700012,294.450012,284.399994,294.019989,283.584900,1209204700
2019-05-01,294.720001,294.950012,275.239990,275.269989,265.500397,1845593200
2019-06-01,275.309998,296.309998,273.089996,293.000000,282.601105,1340435600
2019-07-01,296.679993,302.230011,294.329987,297.429993,288.269165,1110102300
2019-08-01,297.600006,300.869995,281.720001,292.450012,283.442535,2034004800
2019-09-01,290.570007,302.630005,289.269989,296.769989,287.629486,1303830000
2019-10-01,297.739990,304.549988,284.820007,303.329987,295.345062,1386748300
2019-11-01,304.920013,315.480011,304.739990,314.309998,306.036011,1037123500
2019-12-01,314.589996,323.799988,307.130005,321.859985,313.387268,1285175800
2020-01-01,323.540009,332.950012,320.359985,321.730011,314.800873,1392003800
2020-02-01,323.350006,339.079987,285.540009,296.260010,289.879395,2111162400
2020-03-01,298.209991,313.839996,218.259995,257.750000,252.198822,5926017600
2020-04-01,247.979996,294.880005,243.899994,290.480011,285.895233,2820271600
2020-05-01,285.309998,306.839996,272.989990,304.320007,299.516785,1911421500
2020-06-01,303.619995,323.410004,296.739990,308.359985,303.492981,2358674500
2020-07-01,309.570007,327.230011,309.070007,326.519989,322.780548,1505576100
2020-08-01,328.320007,351.299988,327.730011,349.309998,345.309570,1045783700
2020-09-01,350.209991,358.750000,319.799988,334.890015,331.054718,1814803300
2020-10-01,337.690002,354.019989,322.600006,326.540009,324.092499,1629246900
2020-11-01,330.200012,364.380005,327.239990,362.059998,359.346283,1535244300
2020-12-01,365.570007,378.459991,362.029999,373.880005,371.077698,1345020900
2021-01-01,375.309998,385.850006,364.820007,370.070007,368.861908,1402376400
2021-02-01,373.720001,394.170013,370.380005,380.359985,379.118286,1307344500
